,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
861,JCB hydrogen digger on road in world first,2023-02-17 10:35:55,GB,0.179,jcb hydrogen digger road world first,positive,8,42,February 2023
862,Perthshire plant hire firm in record-breaking JCB order,2023-03-17 09:24:11,gb,-0.111,perthshire plant hire firm record-breaking jcb order,negative,8,55,March 2023
863,UK construction declines further after sharp fall in housebuilding,2023-02-06 12:00:45,GB,-0.317,uk construction declines sharp fall housebuilding,negative,9,66,February 2023
864,Lineker saga has shown how solidarity gets results,2023-03-15 07:34:32,gb,0.056,lineker saga shown solidarity gets results,positive,8,50,March 2023
865,CMAL hit back at 'mischief-making' over ferry fiasco,2023-02-28 16:47:00,GB,-0.161,cmal hit back mischief-making ferry fiasco,negative,8,52,February 2023
866,"UK migration forecast to hit 245,000 despite Rishi Sunak’s pledge to cut arrivals",2023-03-15 19:39:28,gb,-0.107,uk migration forecast hit 245 000 despite rishi sunak pledge cut arrivals,negative,13,81,March 2023
867,More rail strike disruption as new TUC boss calls for urgent meeting with PM,2023-01-04 09:07:09,GB,-0.251,rail strike disruption new tuc boss calls urgent meeting pm,negative,14,76,January 2023
868,NHS warns public ahead of nurse and ambulance strikes,2023-02-05 19:00:00,GB,0.076,nhs warns public ahead nurse ambulance strikes,positive,9,53,February 2023
869,Owner of Edinburgh's Scotch Malt Whisky Society reveals start-up date for Glasgow bond facility,2022-11-15 08:52:08,GB,0.007,owner edinburgh scotch malt whisky society reveals start-up date glasgow bond facility,positive,14,95,November 2022
870,Stadiums of shame: the numbers World Cup hosts Qatar don’t want to be seen,2022-11-14 22:00:03,GB,-0.166,stadiums shame numbers world cup hosts qatar want seen,negative,14,74,November 2022
871,"Brexit: Amid red wall pandering, some common sense from Labour",2023-01-18 06:31:05,GB,-0.145,brexit amid red wall pandering common sense labour,negative,10,62,January 2023
872,Administrators for Brymor Group report on money owed to creditors,2023-02-17 05:11:49,GB,-0.618,administrators brymor group report money owed creditors,negative,10,65,February 2023
873,Scotland footballers named in New Year Honours list,2022-12-30 23:30:59,GB,0.121,scotland footballers named new year honours list,positive,8,51,December 2022
874,Ghana President Nana Akufo-Addo's cathedral plan stalls amid economic crisis,2023-02-19 01:16:44,GB,0.167,ghana president nana akufo-addo cathedral plan stalls amid economic crisis,positive,10,76,February 2023
875,Great British Nuclear: one step forward to take two steps back?,2023-02-21 15:06:15,GB,-0.164,great british nuclear one step forward take two steps back,negative,11,63,February 2023
876,One&#8217;s projects tailor-made to drive forward north-east economy,2023-02-03 12:45:08,GB,0.616,one 8217 projects tailor-made drive forward north-east economy,positive,8,68,February 2023
877,Siberia is up for grabs as Putin becomes China&#39;s vassal,2023-03-18 11:48:33,gb,0.285,siberia grabs putin becomes china 39 vassal,positive,10,59,March 2023
878,Why are Britain’s teachers striking?,2023-02-02 12:32:26,GB,-0.097,britain teachers striking,negative,5,36,February 2023
879,Proposed strike legislation shows Government is losing argument – Mick Lynch,2023-01-06 12:42:19,GB,-0.375,proposed strike legislation shows government losing argument mick lynch,negative,11,76,January 2023
880,Plans for new office block opposite V&amp;A Dundee set to be approved,2022-12-07 18:06:38,GB,0.085,plans new office block opposite v amp dundee set approved,positive,12,69,December 2022
881,Growth Programme boost helps support more than 850 staff,2023-01-11 07:30:00,GB,0.697,growth programme boost helps support 850 staff,positive,9,56,January 2023
882,Owner of Edinburgh's Scotch Malt Whisky Society reveals start-up date for Glasgow bond facility,2022-11-15 09:18:18,GB,0.007,owner edinburgh scotch malt whisky society reveals start-up date glasgow bond facility,positive,14,95,November 2022
883,SNP to hold ‘Democracy Scotland’ conference on how to secure independence,2022-12-17 14:56:58,GB,0.008,snp hold democracy scotland conference secure independence,positive,11,73,December 2022
884,Peaky Blinder creator's Birmingham film studio to generate 760 jobs,2023-03-21 19:44:36,gb,0.031,peaky blinder creator birmingham film studio generate 760 jobs,positive,10,67,March 2023
885,First tenant for Inverness's new Life Sciences Innovation Centre,2023-03-15 15:48:00,gb,0.126,first tenant inverness new life sciences innovation centre,positive,9,64,March 2023
886,Crypto broker Genesis at risk of bankruptcy as FTX contagion spreads,2022-11-22 14:37:47,GB,-0.22,crypto broker genesis risk bankruptcy ftx contagion spreads,negative,11,68,November 2022
887,Thursday court round-up — Retail raid and street lockdown,2023-03-09 19:26:31,gb,0.632,thursday court round-up retail raid street lockdown,positive,9,57,March 2023
888,SSE profits more than triple as UK energy prices soar,2022-11-16 10:02:34,GB,0.11,sse profits triple uk energy prices soar,positive,10,53,November 2022
889,Anti-strike legislation passes first test but wave of industrial action rolls on,2023-01-17 05:52:05,GB,-0.193,anti-strike legislation passes first test wave industrial action rolls,negative,12,80,January 2023
890,London commuters brace for more rail strike misery as drivers walk out again,2023-02-02 22:40:37,GB,-0.285,london commuters brace rail strike misery drivers walk,negative,13,76,February 2023
891,Watch as Jeremy Hunt announces his spring Budget,2023-03-15 13:33:25,gb,-0.165,watch jeremy hunt announces spring budget,negative,8,48,March 2023
892,Jobseekers should join Britain's growing green economy - and here's how,2022-11-07 01:52:57,GB,0.702,jobseekers join britain growing green economy,positive,11,71,November 2022
893,North-east housing market: Where is it heading in 2023?,2023-02-01 13:13:53,GB,-0.16,north-east housing market heading 2023,negative,9,55,February 2023
894,Anti-strike legislation passes first test but wave of industrial action rolls on,2023-01-17 01:23:07,GB,-0.208,anti-strike legislation passes first test wave industrial action rolls,negative,12,80,January 2023
895,Fans voice fury at Gareth Southgate after Marcus Rashford is benched for Senegal clash,2022-12-04 18:51:12,GB,0.18,fans voice fury gareth southgate marcus rashford benched senegal clash,positive,14,86,December 2022
896,Malton Enterprise Park in North Yorkshire celebrates new deals,2023-01-06 13:30:00,GB,0.169,malton enterprise park north yorkshire celebrates new deals,positive,9,62,January 2023
897,Million of tonnes of steel needed as new energy revolution races ahead,2023-01-04 11:37:20,GB,0.102,million tonnes steel needed new energy revolution races ahead,positive,12,70,January 2023
898,Newcastle set to lead the North East’s 2024-2026 economic growth,2023-03-01 09:00:49,GB,0.103,newcastle set lead north east 2024-2026 economic growth,positive,10,64,March 2023
899,Scottish hotels veteran Paddy Crerar talks sense in febrile times,2023-03-24 06:00:00,gb,-0.131,scottish hotels veteran paddy crerar talks sense febrile times,negative,10,65,March 2023
900,New £7.5m world-class testing facility to be built in Co Down,2022-11-21 01:01:00,GB,0.169,new 7.5m world-class testing facility built co,positive,11,61,November 2022
901,Northern Echo partnership reveals interest rate verdict,2023-02-01 13:31:46,GB,-0.173,northern echo partnership reveals interest rate verdict,negative,7,55,February 2023
902,Northern Ireland businesses see further slowdown at end of 2022,2023-01-16 11:36:06,GB,-0.372,northern ireland businesses see slowdown end 2022,negative,10,63,January 2023
903,Connect scheme at Integra 61 passes midpoint as steel frames completed,2023-03-30 07:00:00,gb,0.47,connect scheme integra 61 passes midpoint steel frames completed,positive,11,70,March 2023
904,"Readers&#8217; Letters: The return of the Fittie bus, the World Cup being held in Qatar and anti-social behaviour on Union Street",2022-11-17 18:00:14,GB,-0.28,readers 8217 letters return fittie bus world cup held qatar anti-social behaviour union street,negative,21,129,November 2022
905,Strikes Bill clears the Commons but legal challenges threatened,2023-01-31 00:49:17,GB,-0.488,strikes bill clears commons legal challenges threatened,negative,9,63,January 2023
906,Council &amp;lsquo;apologises unreservedly for ways in which it failed Grenfell residents&amp;rsquo;,2022-11-09 17:01:01,GB,-0.334,council amp lsquo apologises unreservedly ways failed grenfell residents amp rsquo,negative,11,100,November 2022
907,"NHS strikes: You could be taken to A&E in a taxi, health minister admits",2022-12-12 19:57:07,GB,-0.229,nhs strikes could taken e taxi health minister admits,negative,14,72,December 2022
908,"Davos 2023: What is it, who is attending, and why is it controversial?",2023-01-16 12:51:42,GB,0.294,davos 2023 attending controversial,positive,13,70,January 2023
909,Taxing wealth will never be the answer to Britain’s problems,2023-02-24 11:00:00,GB,-0.364,taxing wealth never answer britain problems,negative,10,60,February 2023
910,Germany’s economic outlook brightens as energy prices fall; UK property asking prices stagnating – business live,2023-02-20 14:41:20,GB,0.121,germany economic outlook brightens energy prices fall uk property asking prices stagnating business live,positive,16,112,February 2023
911,Virgin Orbit secures licences for UK’s first space launch,2022-12-21 08:28:55,GB,0.3,virgin orbit secures licences uk first space launch,positive,9,57,December 2022
912,More maths? Rishi Sunak’s calculation doesn’t add up,2023-01-08 11:00:44,GB,-0.299,maths rishi sunak calculation add,negative,8,52,January 2023
913,Strike by civil servants to go ahead after talks dismissed as ‘total farce’,2023-01-12 12:40:20,GB,-0.451,strike civil servants go ahead talks dismissed total farce,negative,13,75,January 2023
914,"Pastry merger could bump up prices for shoppers, UK watchdog finds",2022-11-04 12:27:50,GB,0.209,pastry merger could bump prices shoppers uk watchdog finds,positive,11,66,November 2022
915,‘So many employees stay and progress’: how social care careers take off at Surrey County Council,2023-02-24 08:16:54,GB,0.267,many employees stay progress social care careers take surrey county council,positive,16,96,February 2023
916,US inflation slowed sharply to 7.1% over past 12 months,2022-12-13 14:54:01,GB,0.068,us inflation slowed sharply 7.1 past 12 months,positive,10,55,December 2022
917,Cigarette break Dundee mental health worker awarded £23k after &#8216;shambolic&#8217; dismissal,2023-02-01 18:04:24,GB,-0.703,cigarette break dundee mental health worker awarded 23k 8216 shambolic 8217 dismissal,negative,11,96,February 2023
918,Labour has learned nothing from its disastrous record of pensions meddling,2023-03-16 14:26:12,gb,0.232,labour learned nothing disastrous record pensions meddling,positive,11,74,March 2023
919,Mike Rowe gets filthy on 'Dirty Jobs' to reconnect Americans,2022-12-12 22:25:56,GB,0.144,mike rowe gets filthy dirty jobs reconnect americans,positive,10,60,December 2022
920,Hopes for workers’ legacy fade after ‘deafening silence’ from Qataris,2022-11-18 11:30:02,GB,-0.2,hopes workers legacy fade deafening silence qataris,negative,10,69,November 2022
921,Teachers hit out at FM over strike claims,2023-01-19 19:08:07,GB,-0.133,teachers hit fm strike claims,negative,8,41,January 2023
922,Family matters: The halo effect that can con us - The Jewish Chronicle,2022-12-16 16:28:43,GB,0.208,family matters halo effect con us jewish chronicle,positive,13,70,December 2022
923,Will a four-day week really work for British businesses and staff?,2023-02-21 12:52:26,GB,-0.357,four-day week really work british businesses staff,negative,11,66,February 2023
924,Scottish Secretary confirmed Scotland’s offshore wind potential at 25% of Europe’s in 2013 – Reporting Scotland Up (Talking-up Scotland),2022-11-14 18:46:35,GB,-0.126,scottish secretary confirmed scotland offshore wind potential 25 europe 2013 reporting scotland talking-up scotland,negative,19,136,November 2022
925,Ignite North East reveals start-ups in its Pre-Accelerator programme,2023-01-05 07:00:00,GB,0.086,ignite north east reveals start-ups pre-accelerator programme,positive,9,68,January 2023
926,Clark Contracts hits £100m turnover landmark as recovery steps up,2023-02-14 06:35:47,GB,0.084,clark contracts hits 100m turnover landmark recovery steps,positive,10,65,February 2023
927,Sturgeon sets out hopes for ‘good relationship’ with new Prime Minister Sunak,2022-11-10 21:31:14,GB,0.002,sturgeon sets hopes good relationship new prime minister sunak,positive,12,77,November 2022
928,Innovative construction firm Radix quadruples size of Dundee base,2023-03-23 06:55:48,gb,0.178,innovative construction firm radix quadruples size dundee base,positive,9,65,March 2023
929,Teachers support strike action as MPs back controversial legislation,2023-01-17 00:29:09,GB,-0.218,teachers support strike action mps back controversial legislation,negative,9,68,January 2023
930,Patients Overwhelmingly Back Striking NHS Key Workers – New Poll,2023-01-19 23:30:14,GB,-0.418,patients overwhelmingly back striking nhs key workers new poll,negative,10,64,January 2023
931,New malting plant now in production at Bairds Malt in Inverness,2023-03-27 13:00:00,gb,0.308,new malting plant production bairds malt inverness,positive,11,63,March 2023
932,UK health secretary says nurses’ pay demands not ‘reasonable or affordable’,2022-11-13 00:16:11,GB,-0.071,uk health secretary says nurses pay demands reasonable affordable,negative,11,75,November 2022
933,Ohio's Intel project triggers housing fears in tight market,2022-11-19 15:01:36,GB,-0.048,ohio intel project triggers housing fears tight market,negative,9,59,November 2022
934,Gove strips housing association’s funding after Awaab Ishak’s death due to mould,2022-11-24 08:07:28,GB,-0.482,gove strips housing association funding awaab ishak death due mould,negative,12,80,November 2022
935,Year of the Rabbit could bring hope as China fully reopens after Covid,2023-01-14 06:00:00,GB,-0.223,year rabbit could bring hope china fully reopens covid,negative,13,70,January 2023
936,Uist distillery developers launch trio of new spirits,2023-01-24 12:13:07,GB,0.797,uist distillery developers launch trio new spirits,positive,8,53,January 2023
937,Serious concerns raised in NZ about environmental impact of major productions including Amazon’s Rings of Power,2022-11-08 22:00:10,GB,-0.101,serious concerns raised nz environmental impact major productions including amazon rings power,negative,16,111,November 2022
938,Nursing strike enters second day as health leaders prepare for biggest walkout,2023-01-19 01:24:07,GB,0.062,nursing strike enters second day health leaders prepare biggest walkout,positive,12,78,January 2023
939,Ministers could offer one-off payments as way to end public sector strikes,2023-02-22 20:22:10,GB,-0.345,ministers could offer one-off payments way end public sector strikes,negative,12,74,February 2023
940,Scotland’s First Minister marks launch of UK’s tallest onshore turbines,2022-11-16 14:00:14,GB,0.41,scotland first minister marks launch uk tallest onshore turbines,positive,10,71,November 2022
941,2 rivals from factory floors facing off in race to lead UAW,2023-02-02 16:32:09,GB,-0.013,2 rivals factory floors facing race lead uaw,negative,12,59,February 2023
942,Strike by civil servants to go ahead after talks dismissed as ‘total farce’,2023-01-12 13:08:10,GB,-0.469,strike civil servants go ahead talks dismissed total farce,negative,13,75,January 2023
943,Threat of recession remains a concern ahead of the release of GDP figures,2023-02-09 16:43:47,GB,-0.423,threat recession remains concern ahead release gdp figures,negative,13,73,February 2023
944,Record demands means new George F. White office on New Elvet,2023-02-28 10:55:00,GB,0.39,record demands means new george f white office new elvet,positive,11,60,February 2023
945,More strikes expected despite crisis talks between unions and ministers,2023-01-09 18:25:54,GB,-0.047,strikes expected despite crisis talks unions ministers,negative,10,71,January 2023
946,Health Secretary says nurses’ pay demands ‘neither reasonable nor affordable’,2022-11-13 00:00:05,GB,-0.055,health secretary says nurses pay demands neither reasonable affordable,negative,10,77,November 2022
947,Shell expects £1.7bn hit from UK and EU windfall tax,2023-01-06 12:43:31,GB,0.138,shell expects 1.7bn hit uk eu windfall tax,positive,10,52,January 2023
948,Ukraine-Russia war latest: Russia &#39;digging trenches 40 miles behind frontline&#39; as it prioritises defence,2022-11-18 08:58:10,GB,0.206,ukraine-russia war latest russia 39 digging trenches 40 miles behind frontline 39 prioritises defence,positive,14,112,November 2022
949,Post-Brexit delay on air quality standards condemns more London children to breathing toxic air,2022-11-15 07:53:42,GB,-0.231,post-brexit delay air quality standards condemns london children breathing toxic air,negative,14,95,November 2022
950,Kurds remain biggest winners from US-led invasion of Iraq,2023-03-22 07:23:08,gb,0.212,kurds remain biggest winners us-led invasion iraq,positive,9,57,March 2023
951,Northern Ireland economy to enter recession in 2023: Danske Bank forecast,2022-12-13 01:01:00,GB,0.105,northern ireland economy enter recession 2023 danske bank forecast,positive,11,73,December 2022
952,Nonsensical taxes and red tape are draining the aspiration out of retirement,2023-02-17 10:00:00,GB,-0.416,nonsensical taxes red tape draining aspiration retirement,negative,12,76,February 2023
953,Historic law firm sets up home in Glasgow,2023-01-28 07:08:10,GB,0.173,historic law firm sets home glasgow,positive,8,41,January 2023
954,Sturgeon:  There is a gap between teacher pay demands and what is affordable,2023-01-19 16:54:06,GB,0.035,sturgeon gap teacher pay demands affordable,positive,13,76,January 2023
955,The two sides of Scotland's gender law debate,2022-12-21 00:20:16,GB,0.059,two sides scotland gender law debate,positive,8,45,December 2022
956,"Vietnam economy slows on rising costs, weaker exports",2023-03-29 08:08:32,gb,-0.434,vietnam economy slows rising costs weaker exports,negative,8,53,March 2023
957,Sturgeon calls for ‘compromise on both sides’ to end teachers’ pay dispute,2023-01-16 14:18:17,GB,-0.249,sturgeon calls compromise sides end teachers pay dispute,negative,12,74,January 2023
958,Inverness Harbour Trust appoints new trustees,2023-02-04 18:30:00,GB,0.496,inverness harbour trust appoints new trustees,positive,6,45,February 2023
959,"It would be lovely to wave a magic wand, Sunak tells unions",2023-01-23 14:45:07,GB,-0.309,would lovely wave magic wand sunak tells unions,negative,12,59,January 2023
960,Largest strike in NHS history will cause ‘huge disruption’,2023-02-06 14:45:07,GB,-0.322,largest strike nhs history cause huge disruption,negative,9,58,February 2023
961,Civil servant ‘sick’ at pension erosion as thousands walk out on Budget Day,2023-03-15 17:26:09,gb,-0.274,civil servant sick pension erosion thousands walk budget day,negative,13,75,March 2023
962,Week-in-Review: Sunak’s attempt to trap Starmer on strikes is destined to fail,2023-01-13 16:13:37,GB,-0.024,week-in-review sunak attempt trap starmer strikes destined fail,negative,12,78,January 2023
963,ICYMI: Nicola Bulley and strikes – this week’s five biggest stories,2023-02-04 07:00:00,GB,-0.434,icymi nicola bulley strikes week five biggest stories,negative,11,67,February 2023
964,"Readers&#8217; letters: Lands and Estates have &#8216;failed Scotland&#8217;, Aberdeen incinerator fears and call for airport shuttle bus",2023-03-13 18:00:16,gb,-0.14,readers 8217 letters lands estates 8216 failed scotland 8217 aberdeen incinerator fears call airport shuttle bus,negative,17,137,March 2023
965,The Fall guitarist sells The Edinburgh Natural Skincare Company products to China,2022-11-25 19:13:38,GB,0.241,fall guitarist sells edinburgh natural skincare company products china,positive,12,81,November 2022
966,How Many Workers Has The UK Lost Due To Brexit? Researchers Have A Bleak Answer,2023-01-18 16:16:41,GB,-0.016,many workers uk lost due brexit researchers bleak answer,negative,15,79,January 2023
967,The National Gallery needs to rethink its plans to make an entrance,2022-11-05 17:00:03,GB,0.013,national gallery needs rethink plans make entrance,positive,12,67,November 2022
968,The Tories will pay dearly for their unblinking austerity ideology,2023-01-15 06:00:00,GB,-0.558,tories pay dearly unblinking austerity ideology,negative,10,66,January 2023
969,World-first project to heat Fife homes with hydrogen celebrates milestone,2023-02-15 06:55:01,GB,-0.122,world-first project heat fife homes hydrogen celebrates milestone,negative,10,73,February 2023
970,Egypt reveals 9-meter long chamber inside Great Pyramid,2023-03-02 13:18:50,GB,0.402,egypt reveals 9-meter long chamber inside great pyramid,positive,8,55,March 2023
971,Bellshill firm wins funds to 'pursue ambitious pipeline' of work,2023-03-03 20:05:00,gb,0.217,bellshill firm wins funds pursue ambitious pipeline work,positive,10,64,March 2023
972,Halo Kilmarnock switches on global partnership with Israeli energy pioneer,2022-11-24 17:45:00,GB,0.554,halo kilmarnock switches global partnership israeli energy pioneer,positive,10,74,November 2022
973,Rishi Sunak warned waiting list pledge will fail without NHS pay rise as he calls for ‘radical’ action,2023-01-07 23:34:29,GB,-0.122,rishi sunak warned waiting list pledge fail without nhs pay rise calls radical action,negative,18,102,January 2023
974,British Land announces big life sciences plans for Canada Water,2023-03-13 08:00:13,gb,-0.011,british land announces big life sciences plans canada water,negative,10,63,March 2023
975,Jeremy Hunt just made pensions the best way to avoid inheritance tax,2023-03-15 17:00:51,gb,-0.258,jeremy hunt made pensions best way avoid inheritance tax,negative,12,68,March 2023
976,Train strikes – live: ‘Public services in crisis’ as bus drivers join rail workers in walkout,2023-01-04 06:21:16,GB,0.358,train strikes live public services crisis bus drivers join rail workers walkout,positive,16,93,January 2023
977,Smashing it! Award-winning Civil Engineer apprentice challenging stereotypes &#038; changing perceptions,2022-12-02 11:56:02,GB,0.363,smashing award-winning civil engineer apprentice challenging stereotypes 038 changing perceptions,positive,11,104,December 2022
978,"MPs and peers should declare links to firms they back for contracts, says NAO",2023-01-11 07:00:09,GB,-0.098,mps peers declare links firms back contracts says nao,negative,14,77,January 2023
979,TIS invests £1m into green energy transition,2023-02-14 06:35:47,GB,0.093,tis invests 1m green energy transition,positive,7,44,February 2023
980,Martin Gilbert: Construction industry facing &#8216;cost-of-building crisis&#8217; but doing its best,2022-11-25 07:00:42,GB,0.369,martin gilbert construction industry facing 8216 cost-of-building crisis 8217 best,positive,11,101,November 2022
981,5 problems people across the north of Scotland want politicians to fix in 2023,2023-01-09 07:00:00,GB,-0.316,5 problems people across north scotland want politicians fix 2023,negative,14,78,January 2023
982,Future Ferries: It’s Not Plain Sailing,2023-03-02 01:01:00,GB,0.065,future ferries plain sailing,positive,6,38,March 2023
983,McGill owner Graeme Carling says Dundee firm&#8217;s collapse cost him £2.2m,2022-12-19 06:55:47,GB,-0.396,mcgill owner graeme carling says dundee firm 8217 collapse cost 2.2m,negative,11,76,December 2022
984,The nuclear option: could this abandoned plant solve the Philippines’ energy crisis?,2023-01-28 11:27:13,GB,-0.156,nuclear option could abandoned plant solve philippines energy crisis,negative,12,84,January 2023
985,"ROSS CLARK says the Government's fantasy of net zero will leave us all...Poorer, colder and hungrier",2023-01-21 23:33:06,GB,-0.171,ross clark says government fantasy net zero leave us poorer colder hungrier,negative,16,100,January 2023
986,Sturgeon calls for &amp;lsquo;compromise on both sides&amp;rsquo; to end teachers&amp;rsquo; pay dispute,2023-01-16 14:42:12,GB,-0.23,sturgeon calls amp lsquo compromise sides amp rsquo end teachers amp rsquo pay dispute,negative,12,104,January 2023
987,Ukraine war: Putin’s troops hampered by ‘severe shortages of munitions and skilled personnel’,2022-11-21 08:55:24,GB,-0.666,ukraine war putin troops hampered severe shortages munitions skilled personnel,negative,13,93,November 2022
988,"Construction: Investment needed to boost &#8216;uneven, stuttering, unpredictable&#8217; recovery",2022-11-29 12:45:54,GB,0.147,construction investment needed boost 8216 uneven stuttering unpredictable 8217 recovery,positive,9,97,November 2022
989,Investment will give Scapa Flow a deeper purpose,2023-01-27 13:25:03,GB,0.216,investment give scapa flow deeper purpose,positive,8,48,January 2023
990,Richard Muir: Why Glasgow is the home of ambition,2023-03-22 13:00:00,gb,0.387,richard muir glasgow home ambition,positive,9,49,March 2023
991,"In Egypt, host of COP27, a small step toward green energy",2022-11-11 07:11:02,GB,0.232,egypt host cop27 small step toward green energy,positive,11,57,November 2022
992,EXPLAINER: 5 key takeaways from the November jobs report,2022-12-02 20:19:35,GB,-0.045,explainer 5 key takeaways november jobs report,negative,9,56,December 2022
993,Thousands of nurses strike in dispute over pay,2023-01-18 10:27:50,GB,-0.336,thousands nurses strike dispute pay,negative,8,46,January 2023
994,Scotland must get up to speed with charging infrastructure,2022-11-25 16:42:33,GB,-0.598,scotland must get speed charging infrastructure,negative,9,58,November 2022
995,Ambulance unions to meet Health Secretary for 11th-hour talks ahead of strikes,2022-12-19 19:39:00,GB,-0.432,ambulance unions meet health secretary 11th-hour talks ahead strikes,negative,12,78,December 2022
996,Egypt reveals discovery of hidden chamber inside Great Pyramid,2023-03-02 14:48:12,GB,0.402,egypt reveals discovery hidden chamber inside great pyramid,positive,9,62,March 2023
997,Lochaber Ideas Week to tackle housing shortage crisis,2022-11-11 01:01:48,GB,0.403,lochaber ideas week tackle housing shortage crisis,positive,8,53,November 2022
998,Hasty rebuild could leave Turkiye at risk of another quake disaster,2023-02-20 17:55:58,GB,-0.414,hasty rebuild could leave turkiye risk another quake disaster,negative,11,67,February 2023
999,Train drivers’ strike will cripple services as union leaders warn of escalation,2023-01-04 16:30:40,GB,-0.355,train drivers strike cripple services union leaders warn escalation,negative,12,79,January 2023
1000,Industry leaders will lead charge to a net zero Scotland,2022-12-15 00:21:59,GB,0.315,industry leaders lead charge net zero scotland,positive,10,56,December 2022
1001,Virgin Orbit secures licences for UK’s first space launch,2022-12-21 08:59:02,GB,0.209,virgin orbit secures licences uk first space launch,positive,9,57,December 2022
1002,Compulsory liquidations jump fivefold in November as small business feels pressure,2022-12-14 11:44:17,GB,-0.047,compulsory liquidations jump fivefold november small business feels pressure,negative,11,82,December 2022
1003,Energy bosses urged to end &#8216;adversarial&#8217; relationship with North Sea supply chain in &#8216;crisis&#8217;,2023-02-03 07:00:45,GB,0.204,energy bosses urged end 8216 adversarial 8217 relationship north sea supply chain 8216 crisis 8217,positive,14,117,February 2023
1004,Thompson Aero Seating to create world class Dynamic Test Facility,2022-11-22 18:35:28,GB,0.251,thompson aero seating create world class dynamic test facility,positive,10,65,November 2022
1005,Jobs boost for Scottish shipbuilding as five more Type 26 frigates to be built on the Clyde,2022-11-15 08:25:48,GB,0.187,jobs boost scottish shipbuilding five type 26 frigates built clyde,positive,17,91,November 2022
1006,Scottish logistics company JSM thrives on ambition and drive,2023-03-06 12:10:02,gb,-0.269,scottish logistics company jsm thrives ambition drive,negative,9,60,March 2023
1007,Influential Scottish business body hails milestone with all-woman senior leadership team,2022-11-18 10:50:25,GB,0.396,influential scottish business body hails milestone all-woman senior leadership team,positive,11,88,November 2022
1008,Striking teachers need a harsh lesson on the true value of their pay packets,2023-01-17 15:20:19,GB,-0.122,striking teachers need harsh lesson true value pay packets,negative,14,76,January 2023
1009,Commodities drive fall as FTSE outperformed by European peers,2023-03-06 18:44:29,gb,-0.099,commodities drive fall ftse outperformed european peers,negative,9,61,March 2023
1010,Junior doctors to launch strike ahead of week of walkouts by several unions,2023-03-13 01:01:00,gb,-0.187,junior doctors launch strike ahead week walkouts several unions,negative,13,75,March 2023
1012,"C-Tech Solutions, based in Guisborough, backed by UKSE",2023-03-14 07:00:00,gb,0.488,c-tech solutions based guisborough backed ukse,positive,8,54,March 2023
1013,Saudi Arabia and Huawei sign strategic deal,2022-12-10 12:57:37,GB,0.346,saudi arabia huawei sign strategic deal,positive,7,43,December 2022
1014,ScotGov consults on stringent new alcohol promotion restrictions | Scottish Licensed Trade News,2022-11-17 17:26:02,GB,0.114,scotgov consults stringent new alcohol promotion restrictions scottish licensed trade news,positive,13,95,November 2022
1015,A hundred UK companies sign up for four-day week with no loss of pay,2022-11-27 15:13:46,GB,-0.324,hundred uk companies sign four-day week loss pay,negative,14,68,November 2022
1016,Nurses and ambulance workers continue strikes in England and Wales,2023-01-19 11:46:09,GB,0.133,nurses ambulance workers continue strikes england wales,positive,10,66,January 2023
1017,NHS faces prospect of biggest walkout in its history,2023-01-18 21:30:06,GB,0.08,nhs faces prospect biggest walkout history,positive,9,52,January 2023
1018,"‘You think it’s over, but it begins again’: can Virunga national park survive more conflict and a new hunt for oil?",2022-11-16 08:00:13,GB,-0.319,think begins virunga national park survive conflict new hunt oil,negative,21,115,November 2022
1019,Nurses across Northern Ireland strike over pay and safe staffing levels,2022-12-15 04:00:57,GB,-0.182,nurses across northern ireland strike pay safe staffing levels,negative,11,71,December 2022
1020,The Last Of Us Escape The Dark board game - 2023 tabletop game preview,2023-01-18 16:00:00,GB,0.202,last us escape dark board game 2023 tabletop game preview,positive,14,70,January 2023
1021,"Red Bull are ""not arrogant"" as Christian Horner sheds more light on Ford F1 deal",2023-02-06 20:04:47,GB,-0.165,red bull arrogant christian horner sheds light ford f1 deal,negative,15,80,February 2023
1022,29 Of The Most Bizarre Things Bought With Government Credit Cards,2023-02-14 00:30:49,GB,-0.167,29 bizarre things bought government credit cards,negative,11,65,February 2023
1023,Springfield boss Innes Smith reveals what he would say to next first minister if only he had hotline to Bute House,2023-02-21 18:00:37,GB,0.345,springfield boss innes smith reveals would say next first minister hotline bute house,positive,21,114,February 2023
1024,"China adjusting COVID rules will enable economy to pick up, says Premier Li Keqiang",2022-12-09 16:25:56,GB,0.131,china adjusting covid rules enable economy pick says premier li keqiang,positive,14,83,December 2022
1025,"Kuwait deported 3,000 Egyptians in 2022",2023-01-04 15:50:47,GB,-0.212,kuwait deported 3 000 egyptians 2022,negative,6,39,January 2023
1026,Project coordinator appointed for Tarlair regeneration,2022-11-04 13:17:00,GB,0.393,project coordinator appointed tarlair regeneration,positive,6,54,November 2022
1027,UK efforts to deal with energy crisis ‘raise risk of missing net zero target’,2023-03-01 01:01:18,GB,-0.183,uk efforts deal energy crisis raise risk missing net zero target,negative,14,77,March 2023
1028,Well-known Perthshire businessman Simon Howie behind recycling centre where man died,2023-02-28 18:42:50,GB,-0.446,well-known perthshire businessman simon howie behind recycling centre man died,negative,11,84,February 2023
